Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; bestCandidate
2011-10-04 12:25:04 ; 0 ; 0,552962 ; 0,338076 ; 0,108102 ; 0,58 ; 0,528333 ; AND(SEQ(XOR(A+complete,C+start),SEQ(B1+start,SEQ(B1+complete,AND(A+start,B2+complete)))),SEQ(B2+start,C+complete))
2011-10-04 12:25:35 ; 1 ; 0,581524 ; 0,377382 ; 0,104029 ; 0,625 ; 0,543704 ; SEQ(A+complete,SEQ(AND(XOR(B1+start,SEQ(B1+complete,C+start)),B2+complete),XOR(SEQ(B2+start,C+complete),A+start)))
2011-10-04 12:26:00 ; 2 ; 0,581524 ; 0,383357 ; 0,123589 ; 0,625 ; 0,543704 ; SEQ(A+complete,SEQ(AND(XOR(B1+start,SEQ(B1+complete,C+start)),B2+complete),XOR(SEQ(B2+start,C+complete),A+start)))
2011-10-04 12:26:27 ; 3 ; 0,581524 ; 0,410736 ; 0,118482 ; 0,625 ; 0,543704 ; SEQ(A+complete,SEQ(AND(XOR(B1+start,SEQ(B1+complete,C+start)),B2+complete),XOR(SEQ(B2+start,C+complete),A+start)))
2011-10-04 12:26:55 ; 4 ; 0,614584 ; 0,40668 ; 0,127581 ; 0,693846 ; 0,551574 ; XOR(SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(B2+complete,C+start)))),XOR(SEQ(B2+start,C+complete),A+start))
2011-10-04 12:27:20 ; 5 ; 0,614584 ; 0,391354 ; 0,142152 ; 0,693846 ; 0,551574 ; XOR(SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(B2+complete,C+start)))),XOR(SEQ(B2+start,C+complete),A+start))
2011-10-04 12:27:51 ; 6 ; 0,614584 ; 0,403278 ; 0,127118 ; 0,693846 ; 0,551574 ; XOR(SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(B2+complete,C+start)))),XOR(SEQ(B2+start,C+complete),A+start))
2011-10-04 12:28:18 ; 7 ; 0,653476 ; 0,410742 ; 0,136728 ; 0,732 ; 0,590167 ; SEQ(A+complete,SEQ(B2+complete,SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete)))))
2011-10-04 12:28:46 ; 8 ; 0,653476 ; 0,406107 ; 0,133763 ; 0,732 ; 0,590167 ; SEQ(A+complete,SEQ(B2+complete,SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete)))))
2011-10-04 12:29:14 ; 9 ; 0,689118 ; 0,423732 ; 0,136423 ; 0,72813 ; 0,654074 ; SEQ(A+complete,AND(SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete))
2011-10-04 12:29:47 ; 10 ; 0,689118 ; 0,408047 ; 0,144226 ; 0,72813 ; 0,654074 ; SEQ(A+complete,AND(SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete))
2011-10-04 12:30:14 ; 11 ; 0,689118 ; 0,413349 ; 0,158267 ; 0,72813 ; 0,654074 ; SEQ(A+complete,AND(SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete))
2011-10-04 12:30:45 ; 12 ; 0,689118 ; 0,436302 ; 0,162158 ; 0,72813 ; 0,654074 ; SEQ(A+complete,AND(SEQ(XOR(B2+start,SEQ(A+start,B1+start)),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete))
2011-10-04 12:31:14 ; 13 ; 0,695902 ; 0,448589 ; 0,162999 ; 0,75 ; 0,649083 ; SEQ(A+start,SEQ(AND(SEQ(XOR(B2+start,A+complete),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete)))
2011-10-04 12:31:44 ; 14 ; 0,695902 ; 0,456718 ; 0,166892 ; 0,75 ; 0,649083 ; SEQ(A+start,SEQ(AND(SEQ(XOR(B2+start,A+complete),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete)))
2011-10-04 12:32:14 ; 15 ; 0,695902 ; 0,473855 ; 0,169362 ; 0,75 ; 0,649083 ; SEQ(A+start,AND(SEQ(XOR(B2+start,A+complete),SEQ(B1+complete,SEQ(C+start,C+complete))),B2+complete))
2011-10-04 12:32:43 ; 16 ; 0,707939 ; 0,48372 ; 0,175031 ; 0,685263 ; 0,732167 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+start,AND(SEQ(B1+complete,SEQ(C+start,C+complete)),B2+complete))))
2011-10-04 12:33:17 ; 17 ; 0,707939 ; 0,451454 ; 0,172321 ; 0,685263 ; 0,732167 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+start,AND(SEQ(B1+complete,SEQ(C+start,C+complete)),B2+complete))))
2011-10-04 12:33:47 ; 18 ; 0,735367 ; 0,469381 ; 0,164059 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:34:22 ; 19 ; 0,735367 ; 0,435012 ; 0,178733 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:34:55 ; 20 ; 0,735367 ; 0,456665 ; 0,171506 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:35:30 ; 21 ; 0,735367 ; 0,459853 ; 0,161724 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:36:02 ; 22 ; 0,735367 ; 0,466978 ; 0,162051 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:36:38 ; 23 ; 0,735367 ; 0,497942 ; 0,160567 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
2011-10-04 12:37:08 ; 24 ; 0,735367 ; 0,50464 ; 0,158024 ; 0,763529 ; 0,709208 ; SEQ(A+start,SEQ(XOR(B2+start,A+complete),AND(B1+complete,SEQ(B2+complete,SEQ(B1+start,SEQ(C+start,C+complete))))))
