Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; Coverage; bestCandidate
2011-10-06 13:55:57 ; 0 ; 0,635141 ; 0,439273 ; 0,092512 ; 0,635141 ; 0,368254 ; 1 ; AND(XOR(SEQ(A+complete,C+complete),B1+start),XOR(SEQ(B2+start,C+start),XOR(AND(B1+complete,B2+complete),A+start)))
2011-10-06 13:56:13 ; 1 ; 0,735017 ; 0,478678 ; 0,110665 ; 0,735017 ; 0,513095 ; 1 ; SEQ(SEQ(A+start,XOR(A+complete,XOR(C+start,XOR(B1+start)))),XOR(SEQ(B2+start,C+complete),SEQ(B1+complete,B2+complete)))
2011-10-06 13:56:25 ; 2 ; 0,735017 ; 0,507999 ; 0,116482 ; 0,735017 ; 0,513095 ; 1 ; SEQ(A+start,SEQ(XOR(A+complete,XOR(C+start,B1+start)),XOR(SEQ(B2+start,C+complete),SEQ(B1+complete,B2+complete))))
2011-10-06 13:56:34 ; 3 ; 0,73749 ; 0,529236 ; 0,118667 ; 0,73749 ; 0,658333 ; 1 ; SEQ(AND(A+complete,A+start),SEQ(B2+start,SEQ(B1+complete,XOR(B1+start,XOR(B2+complete,SEQ(C+start,C+complete))))))
2011-10-06 13:56:44 ; 4 ; 0,73749 ; 0,552166 ; 0,133377 ; 0,73749 ; 0,658333 ; 1 ; SEQ(AND(A+complete,A+start),SEQ(B2+start,SEQ(B1+complete,XOR(B1+start,XOR(B2+complete,SEQ(C+start,C+complete))))))
2011-10-06 13:56:53 ; 5 ; 0,888098 ; 0,550811 ; 0,142587 ; 0,888098 ; 0,722222 ; 1 ; SEQ(A+start,SEQ(XOR(A+complete,XOR(B2+start,B1+start)),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete))))
2011-10-06 13:57:02 ; 6 ; 0,947014 ; 0,588674 ; 0,151052 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(SEQ(A+complete,XOR(B2+start,B1+start)),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete))))
2011-10-06 13:57:10 ; 7 ; 0,947014 ; 0,61569 ; 0,178443 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete)))))
2011-10-06 13:57:20 ; 8 ; 0,947014 ; 0,59562 ; 0,18743 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete)))))
2011-10-06 13:57:33 ; 9 ; 0,947014 ; 0,586621 ; 0,203567 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete)))))
2011-10-06 13:57:44 ; 10 ; 0,947014 ; 0,630334 ; 0,19898 ; 0,947014 ; 0,805556 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+complete,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+start)))))
2011-10-06 13:57:52 ; 11 ; 0,947014 ; 0,681947 ; 0,226478 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete)))))
2011-10-06 13:58:05 ; 12 ; 0,947014 ; 0,646326 ; 0,227429 ; 0,947014 ; 0,827778 ; 0,908333 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B2+complete)))))
2011-10-06 13:58:20 ; 13 ; 0,947014 ; 0,603228 ; 0,220803 ; 0,947014 ; 0,838889 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B1+complete,B2+complete)))))
2011-10-06 13:58:31 ; 14 ; 0,947014 ; 0,675206 ; 0,204879 ; 0,947014 ; 0,827778 ; 0,908333 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),SEQ(B2+complete,B2+complete)))))
2011-10-06 13:58:47 ; 15 ; 0,947014 ; 0,615473 ; 0,213592 ; 0,947014 ; 0,7625 ; 0,925 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+complete,B1+start),XOR(SEQ(C+start,C+complete),AND(B1+complete,B2+complete)))))
2011-10-06 13:59:01 ; 16 ; 0,947014 ; 0,620267 ; 0,203064 ; 0,947014 ; 0,772222 ; 1 ; SEQ(A+start,XOR(B1+complete,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(C+start,C+complete),AND(B2+complete))))))
2011-10-06 13:59:15 ; 17 ; 0,947014 ; 0,640807 ; 0,217663 ; 0,947014 ; 0,805556 ; 0,908333 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B2+start,XOR(B2+start,B1+complete)),XOR(SEQ(B2+complete),SEQ(C+start,C+complete)))))
2011-10-06 13:59:32 ; 18 ; 0,947014 ; 0,603413 ; 0,225796 ; 0,947014 ; 0,744444 ; 0,925 ; SEQ(A+start,SEQ(XOR(B1+complete,A+complete),SEQ(XOR(B2+complete,B1+start),XOR(SEQ(C+start,C+complete)))))
2011-10-06 13:59:49 ; 19 ; 0,947014 ; 0,608836 ; 0,224802 ; 0,947014 ; 0,840278 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(AND(B1+start),XOR(B1+complete,B2+start)),XOR(SEQ(B2+complete),SEQ(C+start,C+complete)))))
2011-10-06 14:00:07 ; 20 ; 0,947014 ; 0,631756 ; 0,230486 ; 0,947014 ; 0,811111 ; 0,833333 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(XOR(B1+complete,B2+start)),XOR(SEQ(C+start,C+complete)))))
2011-10-06 14:00:23 ; 21 ; 0,947014 ; 0,686713 ; 0,214764 ; 0,947014 ; 0,840278 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B1+complete,XOR(B2+start,B1+start)),XOR(SEQ(B2+complete),SEQ(C+start,C+complete)))))
2011-10-06 14:00:41 ; 22 ; 0,947014 ; 0,653673 ; 0,224474 ; 0,947014 ; 0,840278 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(B1+complete,XOR(B2+start,B1+start)),XOR(B2+complete,SEQ(C+start,C+complete)))))
2011-10-06 14:00:58 ; 23 ; 0,947014 ; 0,675438 ; 0,233197 ; 0,947014 ; 0,772222 ; 1 ; SEQ(A+start,XOR(B1+complete,SEQ(A+complete,SEQ(XOR(B2+start,B1+start),XOR(SEQ(B2+complete),SEQ(C+start,C+complete))))))
