Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; bestCandidate
2011-10-04 12:15:41 ; 0 ; 0,8 ; 0,448366 ; 0,10066 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:16:01 ; 1 ; 0,8 ; 0,452814 ; 0,127187 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:16:18 ; 2 ; 0,8 ; 0,450166 ; 0,151538 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:16:36 ; 3 ; 0,8 ; 0,460984 ; 0,167984 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:16:54 ; 4 ; 0,8 ; 0,461899 ; 0,161205 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:17:15 ; 5 ; 0,8 ; 0,459953 ; 0,159993 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:17:33 ; 6 ; 0,8 ; 0,488029 ; 0,161448 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:17:53 ; 7 ; 0,8 ; 0,503408 ; 0,160566 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-04 12:18:13 ; 8 ; 0,8 ; 0,502735 ; 0,168369 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+complete,C+start)))
2011-10-04 12:18:36 ; 9 ; 0,801724 ; 0,506453 ; 0,191139 ; 0,75 ; 0,861111 ; SEQ(AND(AND(B+start,XOR(A+complete)),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-04 12:18:57 ; 10 ; 0,801724 ; 0,557103 ; 0,168227 ; 0,75 ; 0,861111 ; SEQ(AND(B+start,AND(XOR(A+complete),A+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-04 12:19:20 ; 11 ; 0,801724 ; 0,527338 ; 0,175746 ; 0,75 ; 0,861111 ; SEQ(AND(B+start,AND(XOR(A+complete),A+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-04 12:19:43 ; 12 ; 0,801724 ; 0,527746 ; 0,171886 ; 0,75 ; 0,861111 ; SEQ(AND(B+start,AND(XOR(A+complete),A+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-04 12:20:05 ; 13 ; 0,898876 ; 0,523024 ; 0,179673 ; 0,909091 ; 0,888889 ; SEQ(SEQ(A+start,XOR(A+complete,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-04 12:20:25 ; 14 ; 0,898876 ; 0,532029 ; 0,181499 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(A+complete,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-04 12:20:48 ; 15 ; 1 ; 0,532605 ; 0,192261 ; 1 ; 1 ; SEQ(A+start,SEQ(SEQ(XOR(A+complete),B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
