Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; bestCandidate
2011-10-03 17:21:41 ; 0 ; 0,8 ; 0,443727 ; 0,09749 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:21:47 ; 1 ; 0,8 ; 0,472249 ; 0,111461 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:21:52 ; 2 ; 0,8 ; 0,482669 ; 0,129513 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:21:58 ; 3 ; 0,8 ; 0,489946 ; 0,151819 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:03 ; 4 ; 0,8 ; 0,471549 ; 0,171013 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:09 ; 5 ; 0,8 ; 0,506152 ; 0,154162 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:15 ; 6 ; 0,8 ; 0,523712 ; 0,149665 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:22 ; 7 ; 0,8 ; 0,492094 ; 0,162458 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:30 ; 8 ; 0,8 ; 0,528118 ; 0,170628 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:39 ; 9 ; 0,8 ; 0,521848 ; 0,178213 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:48 ; 10 ; 0,8 ; 0,514914 ; 0,18555 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:22:59 ; 11 ; 0,8 ; 0,536464 ; 0,184725 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:23:10 ; 12 ; 0,8 ; 0,521764 ; 0,197905 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:23:21 ; 13 ; 0,8 ; 0,54934 ; 0,173917 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:23:34 ; 14 ; 0,8 ; 0,545954 ; 0,181326 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:23:48 ; 15 ; 0,8 ; 0,527081 ; 0,18597 ; 0,769231 ; 0,833333 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:24:02 ; 16 ; 0,898678 ; 0,560808 ; 0,193123 ; 0,857143 ; 0,944444 ; SEQ(SEQ(A+start,SEQ(A+complete,B+start)),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:24:17 ; 17 ; 0,898678 ; 0,559733 ; 0,192157 ; 0,857143 ; 0,944444 ; SEQ(SEQ(A+start,SEQ(A+complete,B+start)),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:24:34 ; 18 ; 0,898678 ; 0,548921 ; 0,198592 ; 0,857143 ; 0,944444 ; SEQ(SEQ(A+start,SEQ(A+complete,B+start)),SEQ(B+complete,AND(C+start,C+complete)))
2011-10-03 17:24:51 ; 19 ; 0,898876 ; 0,541942 ; 0,202955 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:25:09 ; 20 ; 0,898876 ; 0,522448 ; 0,205832 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:25:28 ; 21 ; 0,898876 ; 0,514189 ; 0,214415 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:25:48 ; 22 ; 0,898876 ; 0,540469 ; 0,193923 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:26:09 ; 23 ; 0,898876 ; 0,54251 ; 0,179374 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:26:30 ; 24 ; 0,898876 ; 0,522098 ; 0,191978 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:26:53 ; 25 ; 0,898876 ; 0,567691 ; 0,197184 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:27:17 ; 26 ; 0,898876 ; 0,533626 ; 0,229591 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(XOR(C+start),C+complete)))
2011-10-03 17:27:42 ; 27 ; 0,898876 ; 0,545785 ; 0,2111 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(XOR(C+start),C+complete)))
2011-10-03 17:28:07 ; 28 ; 0,898876 ; 0,566874 ; 0,201359 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:28:33 ; 29 ; 0,898876 ; 0,581656 ; 0,224155 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:29:01 ; 30 ; 0,898876 ; 0,577759 ; 0,221638 ; 0,909091 ; 0,888889 ; SEQ(XOR(A+start,SEQ(A+complete,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:29:26 ; 31 ; 0,898876 ; 0,556441 ; 0,223219 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:29:49 ; 32 ; 0,898876 ; 0,542544 ; 0,210296 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:30:15 ; 33 ; 0,898876 ; 0,551795 ; 0,186694 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:30:40 ; 34 ; 0,898876 ; 0,552405 ; 0,207158 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:31:09 ; 35 ; 0,898876 ; 0,528393 ; 0,211721 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:31:38 ; 36 ; 0,898876 ; 0,553338 ; 0,208073 ; 0,909091 ; 0,888889 ; SEQ(XOR(SEQ(A+complete,B+start),A+start),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:32:08 ; 37 ; 1 ; 0,549132 ; 0,209615 ; 1 ; 1 ; SEQ(SEQ(A+start,XOR(SEQ(A+complete,B+start))),SEQ(B+complete,SEQ(C+start,C+complete)))
