Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; bestCandidate
2011-10-03 17:46:29 ; 0 ; 0,774194 ; 0,426293 ; 0,090766 ; 0,8 ; 0,75 ; SEQ(XOR(A+complete,XOR(A+start,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:46:58 ; 1 ; 0,774194 ; 0,421423 ; 0,119042 ; 0,8 ; 0,75 ; SEQ(XOR(A+complete,XOR(A+start,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:47:24 ; 2 ; 0,774194 ; 0,447748 ; 0,125116 ; 0,8 ; 0,75 ; SEQ(XOR(A+complete,XOR(A+start,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:47:50 ; 3 ; 0,774194 ; 0,451431 ; 0,134566 ; 0,8 ; 0,75 ; SEQ(XOR(B+start,XOR(A+start,A+complete)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:48:19 ; 4 ; 0,774194 ; 0,487282 ; 0,140767 ; 0,8 ; 0,75 ; SEQ(XOR(B+start,XOR(A+start,A+complete)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:48:46 ; 5 ; 0,774194 ; 0,513085 ; 0,151055 ; 0,8 ; 0,75 ; SEQ(XOR(A+start,XOR(A+complete,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:49:15 ; 6 ; 0,838323 ; 0,537243 ; 0,155709 ; 0,909091 ; 0,777778 ; SEQ(SEQ(A+complete,XOR(A+start,B+start)),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:49:42 ; 7 ; 0,838323 ; 0,545859 ; 0,164479 ; 0,909091 ; 0,777778 ; SEQ(A+complete,SEQ(XOR(A+start,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:50:14 ; 8 ; 0,838323 ; 0,566089 ; 0,177249 ; 0,909091 ; 0,777778 ; SEQ(A+complete,SEQ(XOR(A+start,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:50:47 ; 9 ; 0,838323 ; 0,545245 ; 0,178703 ; 0,909091 ; 0,777778 ; SEQ(SEQ(XOR(A+start,XOR(B+start,B+start)),A+complete),SEQ(B+complete,SEQ(C+start,C+complete)))
2011-10-03 17:51:19 ; 10 ; 0,898876 ; 0,559845 ; 0,197074 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(A+complete,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:51:50 ; 11 ; 0,898876 ; 0,586827 ; 0,1819 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(A+complete,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:52:25 ; 12 ; 0,898876 ; 0,570331 ; 0,1806 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(A+complete,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:52:59 ; 13 ; 0,898876 ; 0,560811 ; 0,194122 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(B+start,A+complete),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:53:37 ; 14 ; 0,898876 ; 0,545375 ; 0,19967 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(B+start,A+complete),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:54:16 ; 15 ; 0,898876 ; 0,577572 ; 0,190673 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(B+start,A+complete),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:54:52 ; 16 ; 0,898876 ; 0,593791 ; 0,19807 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(B+start,A+complete),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:55:31 ; 17 ; 0,898876 ; 0,584919 ; 0,199187 ; 0,909091 ; 0,888889 ; SEQ(A+start,SEQ(XOR(B+start,A+complete),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:56:13 ; 18 ; 0,971429 ; 0,579559 ; 0,20385 ; 1 ; 0,944444 ; SEQ(SEQ(A+start,XOR(B+complete,A+complete)),SEQ(B+start,SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:56:52 ; 19 ; 0,971429 ; 0,589514 ; 0,216473 ; 1 ; 0,944444 ; SEQ(A+start,SEQ(XOR(B+complete,A+complete),SEQ(B+start,SEQ(B+complete,SEQ(C+start,C+complete)))))
2011-10-03 17:57:31 ; 20 ; 0,971429 ; 0,608172 ; 0,203204 ; 1 ; 0,944444 ; SEQ(A+start,SEQ(XOR(B+complete,A+complete),SEQ(B+start,SEQ(B+complete,SEQ(C+start,C+complete)))))
2011-10-03 17:58:12 ; 21 ; 1 ; 0,603455 ; 0,200132 ; 1 ; 1 ; SEQ(A+start,SEQ(XOR(SEQ(A+complete,A+complete),A+complete),SEQ(B+start,SEQ(B+complete,SEQ(C+start,C+complete)))))
