Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; Coverage; bestCandidate
2011-10-05 10:52:53 ; 0 ; 0,574468 ; 0,372809 ; 0,095223 ; 0,5 ; 0,675 ; 1 ; SEQ(AND(A+complete,AND(A+start,B2+complete)),SEQ(B1+start,AND(B2+start,SEQ(B1+complete,AND(C+start,C+complete)))))
2011-10-05 10:53:14 ; 1 ; 0,574468 ; 0,426 ; 0,083982 ; 0,5 ; 0,675 ; 1 ; SEQ(AND(A+complete,AND(A+start,B2+complete)),SEQ(B1+start,AND(B2+start,SEQ(B1+complete,AND(C+start,C+complete)))))
2011-10-05 10:53:32 ; 2 ; 0,576085 ; 0,471517 ; 0,102023 ; 0,631579 ; 0,529556 ; 1 ; AND(SEQ(A+complete,SEQ(A+start,AND(B1+start,SEQ(B1+complete,C+complete)))),XOR(B2+start,SEQ(B2+complete,C+start)))
2011-10-05 10:53:52 ; 3 ; 0,648088 ; 0,509544 ; 0,067166 ; 0,62 ; 0,678843 ; 1 ; SEQ(AND(A+complete,SEQ(A+start,SEQ(AND(B1+start,B1+complete),XOR(B2+start,AND(C+start,B2+complete))))),C+complete)
2011-10-05 10:54:09 ; 4 ; 0,671902 ; 0,522456 ; 0,081787 ; 0,68875 ; 0,655859 ; 1 ; SEQ(XOR(AND(A+complete,C+start),A+start),SEQ(B1+start,AND(SEQ(B2+start,SEQ(B2+complete,C+complete)),B1+complete)))
2011-10-05 10:54:28 ; 5 ; 0,689778 ; 0,529433 ; 0,102108 ; 0,683158 ; 0,696528 ; 1 ; SEQ(AND(A+complete,SEQ(A+start,B2+complete)),SEQ(AND(B1+start,B1+complete),XOR(B2+start,SEQ(C+start,C+complete))))
2011-10-05 10:54:46 ; 6 ; 0,689778 ; 0,551006 ; 0,09856 ; 0,683158 ; 0,696528 ; 1 ; SEQ(AND(A+complete,SEQ(A+start,B2+complete)),SEQ(AND(B1+start,B1+complete),XOR(B2+start,SEQ(C+start,C+complete))))
2011-10-05 10:55:02 ; 7 ; 0,728597 ; 0,582899 ; 0,086706 ; 0,7 ; 0,75963 ; 1 ; SEQ(AND(A+complete,SEQ(A+start,B1+complete)),SEQ(B2+start,SEQ(AND(B1+start,B2+complete),XOR(SEQ(C+start,C+complete)))))
2011-10-05 10:55:16 ; 8 ; 0,728597 ; 0,620345 ; 0,07183 ; 0,7 ; 0,75963 ; 1 ; SEQ(AND(A+complete,SEQ(A+start,B1+complete)),SEQ(B2+start,SEQ(AND(B1+start,B2+complete),XOR(SEQ(C+start,C+complete)))))
2011-10-05 10:55:34 ; 9 ; 0,740316 ; 0,619002 ; 0,092119 ; 0,763529 ; 0,718472 ; 1 ; SEQ(SEQ(A+start,SEQ(A+complete,B2+complete)),SEQ(AND(B1+start,B1+complete),XOR(B2+start,SEQ(C+start,C+complete))))
2011-10-05 10:55:54 ; 10 ; 0,743073 ; 0,634738 ; 0,065095 ; 0,702 ; 0,78925 ; 1 ; SEQ(AND(A+start,SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(B2+start,AND(C+start,B2+complete)))))),C+complete)
2011-10-05 10:56:13 ; 11 ; 0,755855 ; 0,638747 ; 0,078184 ; 0,763529 ; 0,748333 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(B2+complete,SEQ(SEQ(B1+start,AND(B1+complete)),XOR(B2+start,SEQ(C+start,C+complete))))))
2011-10-05 10:56:33 ; 12 ; 0,802592 ; 0,637314 ; 0,096874 ; 0,865333 ; 0,748333 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(B2+complete,SEQ(SEQ(B1+start,B1+complete),SEQ(XOR(B2+start,SEQ(C+start)),C+complete)))))
2011-10-05 10:56:54 ; 13 ; 0,80347 ; 0,666361 ; 0,084935 ; 0,865333 ; 0,749861 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(B2+complete,SEQ(SEQ(B1+start,B1+complete),XOR(C+start,SEQ(C+start,C+complete))))))
2011-10-05 10:57:12 ; 14 ; 0,811238 ; 0,69819 ; 0,089252 ; 0,857143 ; 0,77 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(B2+complete,SEQ(B1+start,SEQ(XOR(B1+complete),XOR(B2+start,SEQ(C+start,C+complete)))))))
