Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; Coverage; bestCandidate
2011-10-05 18:40:11 ; 0 ; 0,573091 ; 0,402223 ; 0,08159 ; 0,478558 ; 0,714167 ; 1 ; SEQ(XOR(A+complete,A+start),SEQ(B1+start,AND(SEQ(B2+start,SEQ(C+start,C+complete)),AND(B1+complete,B2+complete))))
2011-10-05 18:40:26 ; 1 ; 0,577265 ; 0,465333 ; 0,075667 ; 0,509006 ; 0,666667 ; 1 ; SEQ(AND(SEQ(A+start,AND(A+complete,B2+complete)),B1+complete),XOR(SEQ(B2+start,C+complete),SEQ(B1+start,C+start)))
2011-10-05 18:40:40 ; 2 ; 0,579682 ; 0,516449 ; 0,075068 ; 0,509006 ; 0,673148 ; 1 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),B1+complete),AND(SEQ(SEQ(B1+start,C+start),C+complete),B2+start))
2011-10-05 18:40:52 ; 3 ; 0,606772 ; 0,526067 ; 0,083422 ; 0,568936 ; 0,65 ; 1 ; SEQ(AND(SEQ(A+start,AND(A+complete,B2+complete)),B1+start),XOR(SEQ(B2+start,C+complete),SEQ(B1+complete,C+start)))
2011-10-05 18:41:05 ; 4 ; 0,68242 ; 0,530325 ; 0,09319 ; 0,642694 ; 0,727381 ; 0,908333 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),A+complete),AND(SEQ(B1+start,SEQ(C+start,C+complete)),B2+start))
2011-10-05 18:41:14 ; 5 ; 0,68242 ; 0,563788 ; 0,097336 ; 0,642694 ; 0,727381 ; 0,908333 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),A+complete),AND(SEQ(B1+start,SEQ(C+start,C+complete)),B2+start))
2011-10-05 18:41:26 ; 6 ; 0,68242 ; 0,594755 ; 0,087755 ; 0,642694 ; 0,727381 ; 0,908333 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),A+complete),AND(SEQ(B1+start,SEQ(C+start,C+complete)),B2+start))
2011-10-05 18:41:37 ; 7 ; 0,68242 ; 0,607665 ; 0,07174 ; 0,642694 ; 0,727381 ; 0,908333 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),A+complete),AND(SEQ(B1+start,SEQ(C+start,C+complete)),B2+start))
2011-10-05 18:41:50 ; 8 ; 0,68242 ; 0,616777 ; 0,050952 ; 0,642694 ; 0,727381 ; 0,908333 ; SEQ(AND(XOR(AND(A+complete,B2+complete),A+start),A+complete),AND(SEQ(B1+start,SEQ(C+start,C+complete)),B2+start))
2011-10-05 18:42:02 ; 9 ; 0,699872 ; 0,587117 ; 0,097125 ; 0,787547 ; 0,629762 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,XOR(SEQ(B2+complete,XOR(C+complete,SEQ(B1+complete,C+start))),B2+start))))
2011-10-05 18:42:13 ; 10 ; 0,699872 ; 0,610467 ; 0,090171 ; 0,787547 ; 0,629762 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,XOR(SEQ(B2+complete,XOR(C+complete,SEQ(B1+complete,C+start))),B2+start))))
2011-10-05 18:42:25 ; 11 ; 0,754757 ; 0,610914 ; 0,106145 ; 0,75224 ; 0,757292 ; 1 ; SEQ(AND(XOR(AND(B2+complete),A+start),A+complete),XOR(SEQ(B1+start,SEQ(B1+complete,SEQ(C+start,C+complete))),B2+start))
2011-10-05 18:42:39 ; 12 ; 0,754757 ; 0,64356 ; 0,084914 ; 0,75224 ; 0,757292 ; 1 ; SEQ(AND(XOR(AND(B2+complete),A+start),A+complete),XOR(SEQ(B1+start,SEQ(B1+complete,SEQ(C+start,C+complete))),B2+start))
2011-10-05 18:42:47 ; 13 ; 0,820763 ; 0,66896 ; 0,130593 ; 0,88239 ; 0,767183 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,XOR(XOR(SEQ(B1+complete,C+start),B2+start))),C+complete))))
2011-10-05 18:42:58 ; 14 ; 0,820763 ; 0,723386 ; 0,074092 ; 0,88239 ; 0,767183 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete))))
2011-10-05 18:43:08 ; 15 ; 0,833024 ; 0,74939 ; 0,091836 ; 0,88239 ; 0,788889 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,SEQ(B1+complete,C+start)),C+complete))))
2011-10-05 18:43:23 ; 16 ; 0,833024 ; 0,685331 ; 0,124363 ; 0,88239 ; 0,788889 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,SEQ(B1+complete,C+start)),C+complete))))
2011-10-05 18:43:37 ; 17 ; 0,833024 ; 0,718161 ; 0,112136 ; 0,88239 ; 0,788889 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,SEQ(B1+complete,C+start)),C+complete))))
2011-10-05 18:43:52 ; 18 ; 0,833024 ; 0,712132 ; 0,104176 ; 0,88239 ; 0,788889 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,SEQ(B1+complete,C+start)),C+complete))))
2011-10-05 18:44:05 ; 19 ; 0,833024 ; 0,73425 ; 0,080227 ; 0,88239 ; 0,788889 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),SEQ(B1+start,SEQ(XOR(B2+complete,SEQ(B1+complete,C+start)),C+complete))))
2011-10-05 18:44:18 ; 20 ; 0,834116 ; 0,73497 ; 0,109409 ; 0,883253 ; 0,790159 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B2+complete)))
2011-10-05 18:44:32 ; 21 ; 0,836476 ; 0,721327 ; 0,104403 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:44:46 ; 22 ; 0,836476 ; 0,721617 ; 0,111289 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:44:59 ; 23 ; 0,836476 ; 0,705017 ; 0,131007 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:45:13 ; 24 ; 0,836476 ; 0,723249 ; 0,115442 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:45:28 ; 25 ; 0,836476 ; 0,672609 ; 0,168971 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:45:42 ; 26 ; 0,836476 ; 0,70214 ; 0,129426 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(B2+start,SEQ(B1+complete,C+start))),C+complete),B2+start)))
2011-10-05 18:45:55 ; 27 ; 0,836476 ; 0,722868 ; 0,146001 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(B2+start,SEQ(B1+complete,C+start))),C+complete),B2+start)))
2011-10-05 18:46:06 ; 28 ; 0,836476 ; 0,708491 ; 0,13415 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(B2+start,SEQ(B1+complete,C+start))),C+complete),B2+start)))
2011-10-05 18:46:21 ; 29 ; 0,836476 ; 0,720737 ; 0,153059 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(B2+start,SEQ(B1+complete,C+start))),C+complete),B2+start)))
2011-10-05 18:46:37 ; 30 ; 0,836476 ; 0,722223 ; 0,120821 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(B2+start,SEQ(B1+complete,C+start))),C+complete),B2+start)))
2011-10-05 18:46:51 ; 31 ; 0,836476 ; 0,699812 ; 0,1397 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:47:06 ; 32 ; 0,836476 ; 0,729603 ; 0,118304 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:47:19 ; 33 ; 0,836476 ; 0,755091 ; 0,073637 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:47:31 ; 34 ; 0,836476 ; 0,747645 ; 0,100036 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:47:46 ; 35 ; 0,836476 ; 0,708851 ; 0,12341 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:48:00 ; 36 ; 0,836476 ; 0,700416 ; 0,112535 ; 0,883253 ; 0,794405 ; 0,925 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(B1+complete,C+start),B2+start)),C+complete),B1+start)))
2011-10-05 18:48:14 ; 37 ; 0,892793 ; 0,776781 ; 0,07808 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),C+complete))))
2011-10-05 18:48:28 ; 38 ; 0,892793 ; 0,724386 ; 0,157738 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),AND(SEQ(XOR(B1+start,XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),C+complete))))
2011-10-05 18:48:40 ; 39 ; 0,892793 ; 0,780212 ; 0,119936 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(B1+start,XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),C+complete))))
2011-10-05 18:48:54 ; 40 ; 0,892793 ; 0,780736 ; 0,108761 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(AND(XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),B1+start),C+complete))))
2011-10-05 18:49:09 ; 41 ; 0,892793 ; 0,750829 ; 0,15269 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(SEQ(XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),B1+start),C+complete))))
2011-10-05 18:49:21 ; 42 ; 0,892793 ; 0,772084 ; 0,177302 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(SEQ(XOR(B1+complete,B2+complete),C+start),XOR(B2+start,B1+start)),C+complete))))
2011-10-05 18:49:35 ; 43 ; 0,892793 ; 0,782489 ; 0,117725 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),AND(SEQ(XOR(B1+start,XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B2+start)),C+complete))))
2011-10-05 18:49:50 ; 44 ; 0,892793 ; 0,75179 ; 0,156424 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(SEQ(XOR(B2+start,SEQ(XOR(B1+complete,B2+complete),C+start))),B1+start),C+complete))))
2011-10-05 18:50:05 ; 45 ; 0,892793 ; 0,778766 ; 0,117386 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(AND(A+complete),XOR(SEQ(XOR(SEQ(XOR(B1+complete,B2+complete),C+start),AND(B1+start,B2+start)),C+complete))))
2011-10-05 18:50:15 ; 46 ; 0,892793 ; 0,795905 ; 0,156427 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(SEQ(XOR(SEQ(XOR(B2+start,SEQ(XOR(B1+complete,B2+complete),C+start))),B1+start),C+complete))))
2011-10-05 18:50:27 ; 47 ; 0,892793 ; 0,795351 ; 0,126668 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(SEQ(XOR(SEQ(XOR(B2+start,SEQ(XOR(B1+complete,B2+complete),C+start))),B1+start),C+complete))))
2011-10-05 18:50:42 ; 48 ; 0,892793 ; 0,794925 ; 0,085227 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(SEQ(XOR(XOR(XOR(B2+start,SEQ(XOR(B1+complete,B2+complete),C+start))),B1+start),C+complete))))
2011-10-05 18:50:54 ; 49 ; 0,892793 ; 0,761435 ; 0,160588 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(SEQ(XOR(B2+start,XOR(SEQ(XOR(B1+complete,B2+complete),C+start),B1+start)),C+complete))))
2011-10-05 18:51:06 ; 50 ; 0,892793 ; 0,770764 ; 0,153308 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,SEQ(XOR(SEQ(XOR(B2+start,SEQ(XOR(B1+complete,B2+complete),C+start))),B1+start),C+complete)))
2011-10-05 18:51:20 ; 51 ; 0,892793 ; 0,776424 ; 0,138343 ; 0,947014 ; 0,844444 ; 1 ; SEQ(A+start,SEQ(A+complete,XOR(SEQ(XOR(B2+start,XOR(SEQ(XOR(B2+complete,B1+complete),C+start),B1+start)),C+complete))))
