Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; Coverage; bestCandidate
2011-10-05 17:29:28 ; 0 ; 0,53668 ; 0,410775 ; 0,065039 ; 0,665022 ; 0,449861 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,XOR(SEQ(B2+start,C+start),XOR(A+start,XOR(C+complete,B2+complete))))))
2011-10-05 17:29:29 ; 1 ; 0,542836 ; 0,460471 ; 0,059593 ; 0,625713 ; 0,479345 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,XOR(SEQ(XOR(C+complete,B2+complete),C+start),XOR(A+start,B2+start)))))
2011-10-05 17:29:30 ; 2 ; 0,684498 ; 0,491006 ; 0,073387 ; 0,758663 ; 0,623542 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(SEQ(XOR(B2+complete),C+start),XOR(A+start,B2+start)),C+complete))))
2011-10-05 17:29:30 ; 3 ; 0,684498 ; 0,536137 ; 0,086787 ; 0,758663 ; 0,623542 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(SEQ(XOR(B2+complete),C+start),XOR(A+start,B2+start)),C+complete))))
2011-10-05 17:29:31 ; 4 ; 0,684498 ; 0,577979 ; 0,09395 ; 0,758663 ; 0,623542 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(SEQ(XOR(B2+complete),C+start),XOR(A+start,B2+start)),C+complete))))
2011-10-05 17:29:32 ; 5 ; 0,684498 ; 0,591522 ; 0,073556 ; 0,758663 ; 0,623542 ; 1 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(SEQ(XOR(B2+complete),C+start),XOR(A+start,B2+start)),C+complete))))
2011-10-05 17:29:32 ; 6 ; 0,69703 ; 0,627571 ; 0,069091 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:33 ; 7 ; 0,69703 ; 0,6257 ; 0,069934 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:34 ; 8 ; 0,69703 ; 0,600381 ; 0,093847 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:34 ; 9 ; 0,69703 ; 0,603305 ; 0,091343 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:35 ; 10 ; 0,69703 ; 0,615734 ; 0,098778 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:36 ; 11 ; 0,69703 ; 0,615566 ; 0,08823 ; 0,766913 ; 0,638819 ; 0,833333 ; SEQ(A+complete,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete),C+start),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:36 ; 12 ; 0,708815 ; 0,639391 ; 0,087582 ; 0,765428 ; 0,66 ; 1 ; SEQ(XOR(A+complete,A+start),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:37 ; 13 ; 0,708815 ; 0,60058 ; 0,110264 ; 0,765428 ; 0,66 ; 1 ; SEQ(XOR(A+complete,A+start),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:37 ; 14 ; 0,730142 ; 0,595847 ; 0,116822 ; 0,75224 ; 0,709306 ; 1 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,B2+start)),C+complete))))
2011-10-05 17:29:38 ; 15 ; 0,736202 ; 0,648782 ; 0,110434 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,C+start)),C+complete))))
2011-10-05 17:29:39 ; 16 ; 0,736202 ; 0,603234 ; 0,129013 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,C+start)),C+complete))))
2011-10-05 17:29:39 ; 17 ; 0,736202 ; 0,631697 ; 0,130407 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,C+start)),C+complete))))
2011-10-05 17:29:40 ; 18 ; 0,736202 ; 0,679812 ; 0,063938 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,C+start)),C+complete))))
2011-10-05 17:29:40 ; 19 ; 0,736202 ; 0,677687 ; 0,078659 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(AND(XOR(B2+complete)),XOR(C+start,C+start)),C+complete))))
2011-10-05 17:29:41 ; 20 ; 0,736202 ; 0,642294 ; 0,123435 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,XOR(B2+complete)),C+complete))))
2011-10-05 17:29:42 ; 21 ; 0,736202 ; 0,637671 ; 0,141846 ; 0,75224 ; 0,720833 ; 0,925 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:42 ; 22 ; 0,74231 ; 0,671547 ; 0,077078 ; 0,75224 ; 0,732639 ; 0,85 ; SEQ(AND(A+complete,XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(SEQ(XOR(C+start)),C+complete))))
2011-10-05 17:29:43 ; 23 ; 0,745953 ; 0,685036 ; 0,096472 ; 0,700573 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,A+complete),XOR(A+start)),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:44 ; 24 ; 0,804811 ; 0,64401 ; 0,11698 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:44 ; 25 ; 0,804811 ; 0,626155 ; 0,136281 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:45 ; 26 ; 0,804811 ; 0,695367 ; 0,154129 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:45 ; 27 ; 0,804811 ; 0,681228 ; 0,121395 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:46 ; 28 ; 0,804811 ; 0,733367 ; 0,053342 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:47 ; 29 ; 0,804811 ; 0,67593 ; 0,119887 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:47 ; 30 ; 0,804811 ; 0,615486 ; 0,166206 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:48 ; 31 ; 0,804811 ; 0,682032 ; 0,112702 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:49 ; 32 ; 0,804811 ; 0,688779 ; 0,091769 ; 0,812134 ; 0,797619 ; 0,925 ; SEQ(AND(SEQ(A+start,SEQ(A+complete,A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete))))
2011-10-05 17:29:50 ; 33 ; 0,827768 ; 0,72289 ; 0,092758 ; 0,88239 ; 0,779514 ; 1 ; SEQ(AND(SEQ(A+start,SEQ(A+complete))),SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(SEQ(B2+start,B2+complete),C+start),C+complete))))
2011-10-05 17:29:50 ; 34 ; 0,849753 ; 0,716214 ; 0,105952 ; 0,88239 ; 0,819444 ; 1 ; SEQ(SEQ(A+start,AND(SEQ(SEQ(A+complete)))),XOR(B2+start,SEQ(B1+start,SEQ(B1+complete,SEQ(XOR(C+start,B2+complete),C+complete)))))
