Timestamp; Generation; Fittest; Average; Deviation; replayFitness; BehApp; bestCandidate
2011-10-03 17:39:16 ; 0 ; 0,693069 ; 0,440502 ; 0,093686 ; 0,625 ; 0,777778 ; AND(A+complete,AND(SEQ(A+start,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:39:21 ; 1 ; 0,693069 ; 0,455575 ; 0,119078 ; 0,625 ; 0,777778 ; AND(A+complete,AND(SEQ(A+start,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:39:25 ; 2 ; 0,693069 ; 0,464911 ; 0,132395 ; 0,625 ; 0,777778 ; AND(A+complete,AND(SEQ(A+start,B+start),SEQ(B+complete,SEQ(C+start,C+complete))))
2011-10-03 17:39:31 ; 3 ; 0,693333 ; 0,463741 ; 0,143249 ; 0,666667 ; 0,722222 ; SEQ(AND(A+complete,A+start),AND(SEQ(C+start,C+complete),XOR(C+start,B+start)))
2011-10-03 17:39:36 ; 4 ; 0,693333 ; 0,475446 ; 0,145464 ; 0,666667 ; 0,722222 ; SEQ(AND(A+complete,A+start),AND(SEQ(C+start,C+complete),XOR(C+start,B+start)))
2011-10-03 17:39:41 ; 5 ; 0,705882 ; 0,48605 ; 0,139383 ; 0,666667 ; 0,75 ; SEQ(AND(A+complete,A+start),AND(B+start,AND(C+start,SEQ(B+complete,C+complete))))
2011-10-03 17:39:46 ; 6 ; 0,705882 ; 0,479485 ; 0,146014 ; 0,666667 ; 0,75 ; SEQ(AND(A+complete,A+start),AND(B+start,AND(C+start,SEQ(B+complete,C+complete))))
2011-10-03 17:39:51 ; 7 ; 0,705882 ; 0,487308 ; 0,1441 ; 0,666667 ; 0,75 ; SEQ(AND(A+complete,A+start),AND(B+start,AND(C+start,SEQ(B+complete,C+complete))))
2011-10-03 17:39:58 ; 8 ; 0,705882 ; 0,502843 ; 0,144291 ; 0,666667 ; 0,75 ; SEQ(AND(A+complete,A+start),AND(B+start,AND(C+start,SEQ(B+complete,C+complete))))
2011-10-03 17:40:05 ; 9 ; 0,776786 ; 0,524633 ; 0,126608 ; 0,75 ; 0,805556 ; AND(A+complete,SEQ(A+start,AND(SEQ(B+start),SEQ(B+complete,SEQ(C+start,C+complete)))))
2011-10-03 17:40:13 ; 10 ; 0,801724 ; 0,515979 ; 0,15385 ; 0,75 ; 0,861111 ; SEQ(AND(A+complete,A+start),AND(SEQ(B+complete,SEQ(C+start,C+complete)),XOR(B+start,A+complete)))
2011-10-03 17:40:22 ; 11 ; 0,801724 ; 0,499525 ; 0,157908 ; 0,75 ; 0,861111 ; SEQ(AND(A+complete,A+start),AND(SEQ(B+complete,SEQ(C+start,C+complete)),XOR(B+start,A+complete)))
